,area,balconynum,balconysize,category,community,floor,gardennum,gardensize,id,listprice,name,onboarddate,roominfo,size,totalfloor,unitprice,totalfloornum,cname,builtyear,additionalfloor,hasservice,isinnerring,isoldcity,isfamousarea,pschool,mschool,garage,recognizedsize,isvilla,istopfloor,areaprice,communityprice,houseprice,bottomunitprice,bottomprice
0,留园西园,0,0.0,别墅,嘉业阳光城,低,0,0.0,107102788588,600.0,嘉业阳光城联排别墅，东边户彩光好，院子大草坪；_苏州姑苏留园西园嘉业阳光城二手房(苏州链家),2020-07-10,4室2厅,189.12, (共1层),31726,1,嘉业阳光城,2006.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,1.0,0.0,17000,0.0,5000.0,22000.0,415.8
1,沧浪新城,0,0.0,普通住宅,水香六村,高,0,0.0,107102730421,350.0,此房包含汽车库 房型正 户型通透_苏州姑苏沧浪新城水香六村二手房(苏州链家),2020-06-27,6室3厅,210.0, (共6层),16667,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,17000,-1000.0,-2000.0,14000.0,294.0
2,桃花坞,2,17.34,普通住宅,东百花巷,低,0,0.0,107102732042,375.0,东百花巷顶带阁，自住装修，满五唯一，全明户型。_苏州姑苏桃花坞东百花巷二手房(苏州链家),2020-06-28,4室1厅,81.4, (共3层),46069,3,,2000.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,81.0,0.0,0.0,23000,-1000.0,2367.0,24367.0,197.3727
3,南门,0,0.0,普通住宅,桂花新村,高,0,0.0,107102733318,600.0,精装修，拎包入住，满五唯一，业主诚售_苏州姑苏南门桂花新村二手房(苏州链家),2020-06-28,4室2厅,127.0, (共4层),47245,4,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,21000,-1000.0,0.0,20000.0,254.0
4,南门,0,0.0,普通住宅,新养蚕里新村,低,0,0.0,107102735424,360.0,平直振华 新养蚕里新村 一楼带院子开门 精装四房_苏州姑苏南门新养蚕里新村二手房(苏州链家),2020-06-28,4室2厅,73.52, (共3层),48967,3,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,21000,-1000.0,500.0,20500.0,149.65
5,十全街,0,0.0,普通住宅,沧浪亭后2号,低,0,0.0,107102737128,1400.0,位置好，小区配套齐全，交通便利_苏州姑苏十全街沧浪亭后2号二手房(苏州链家),2020-06-29,6室2厅,267.0, (共2层),52435,2,,2000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,267.0,1.0,0.0,23000,-3000.0,5000.0,25000.0,631.78875
6,沧浪新城,2,25.94,普通住宅,博雅苑,高,0,0.0,107102743880,700.0,多层复式，保养佳，带南北双露，带2个租的车位_苏州姑苏沧浪新城博雅苑二手房(苏州链家),2020-06-30,4室2厅,166.0, (共4层),42169,4,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,17000,-1000.0,2297.0,18297.0,303.7302
7,沧浪新城,1,6.93,普通住宅,长欣苑南区,高,0,0.0,107102745849,276.0,地铁口，  满五唯一，车位跟房走有车库，_苏州姑苏沧浪新城长欣苑南区二手房(苏州链家),2020-07-01,4室2厅,157.5, (共5层),17524,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,17000,-1000.0,346.5,16346.5,256.64005
8,金门,0,0.0,普通住宅,阊胥路102号,高,0,0.0,107102746426,370.0,阊胥路102号 6室2厅 370万_苏州姑苏金门阊胥路102号二手房(苏州链家),2020-07-01,6室2厅,197.0, (共5层),18782,5,,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,197.0,0.0,0.0,20000,-3000.0,-1000.0,16000.0,315.2
9,金门,1,13.09,普通住宅,馨泓花园B区,高,0,0.0,107102746677,418.0,已申请装电梯，满五年，家电品质，拎包入住，_苏州姑苏金门馨泓花园B区二手房(苏州链家),2020-07-01,5室3厅,158.0, (共5层),26456,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,20000,-1000.0,654.5,19654.5,310.5411
10,胥江,0,0.0,普通住宅,梅亭苑,高,0,0.0,107102748824,245.0,四楼复式  带28平独立产证的车库。_苏州姑苏胥江梅亭苑二手房(苏州链家),2020-07-01,4室2厅,106.0, (共4层),23114,4,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,20000,-1000.0,0.0,19000.0,201.4
11,胥江,1,12.97,普通住宅,润达新村,高,0,0.0,107102749394,244.0,润达新村4房2卫小区中间位置，带独立自行车库_苏州姑苏胥江润达新村二手房(苏州链家),2020-07-02,5室2厅,108.0, (共6层),22593,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,20000,-1000.0,-351.4999999999999,18648.5,201.4038
